ut,met,situation,biome,lat,lon,alt_m,vs_mps,speed_mps,pitch_deg,heading_deg,roll_deg,apo_m,peri_m,throttle
4180.7,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710239,70.5,0.0,0.0,12.1,91.44,-0.03,70.5,-598433.2,0.45
4180.92,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710236,70.5,0.0,0.0,12.1,91.45,-0.03,70.5,-598433.1,0.45
4181.12,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710234,70.5,0.0,0.0,12.1,91.45,-0.03,70.5,-598433.1,0.45
4181.38,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710231,70.5,0.0,0.0,12.1,91.46,-0.03,70.5,-598433.0,0.45
4181.6,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710228,70.5,0.0,0.0,12.1,91.47,-0.03,70.5,-598433.0,0.45
4181.8,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710225,70.5,0.0,0.0,12.1,91.48,-0.03,70.5,-598432.9,0.45
4182.02,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710222,70.5,0.0,0.0,12.1,91.48,-0.03,70.5,-598432.9,0.45
4182.24,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710219,70.5,0.0,0.0,12.1,91.49,-0.03,70.5,-598432.8,0.45
4182.44,0.0,VesselSituation.pre_launch,UNKNOWN,-0.04891,-74.710216,70.5,0.0,0.0,12.1,91.5,-0.03,70.5,-598432.7,0.5
4182.68,0.0,VesselSituation.pre_launch,UNKNOWN,-0.048911,-74.710211,70.5,0.0,0.0,12.09,91.5,-0.03,70.5,-598429.9,0.57
4182.88,0.0,VesselSituation.pre_launch,UNKNOWN,-0.048911,-74.710204,70.5,0.0,0.0,12.09,91.49,-0.03,70.5,-598427.5,0.57
4183.08,0.0,VesselSituation.pre_launch,UNKNOWN,-0.048911,-74.710194,70.5,0.0,0.0,12.1,91.5,-0.04,70.5,-598424.5,0.58
4183.34,0.0,VesselSituation.pre_launch,UNKNOWN,-0.048912,-74.710174,70.5,0.0,0.0,12.1,91.5,-0.03,70.5,-598416.8,0.7
4183.56,0.0,VesselSituation.pre_launch,UNKNOWN,-0.048913,-74.710145,70.5,0.0,0.0,12.09,91.49,-0.03,70.5,-598404.2,0.72
4183.76,0.0,VesselSituation.pre_launch,UNKNOWN,-0.048915,-74.710105,70.5,0.0,0.0,12.09,91.49,-0.03,70.5,-598391.2,0.72
4184.04,0.22,VesselSituation.landed,UNKNOWN,-0.048917,-74.710028,70.5,0.0,0.0,12.1,91.46,-0.03,70.5,-598375.9,0.72
4184.26,0.44,VesselSituation.landed,UNKNOWN,-0.048919,-74.709951,70.5,0.0,0.0,12.09,91.43,-0.03,70.5,-598362.9,0.72
4184.48,0.66,VesselSituation.landed,UNKNOWN,-0.048921,-74.70986,70.5,0.0,0.0,12.09,91.4,-0.03,70.5,-598349.9,0.72
4184.68,0.86,VesselSituation.landed,UNKNOWN,-0.048924,-74.709763,70.5,0.0,0.0,12.09,91.38,-0.03,70.5,-598337.0,0.72
4184.92,1.1,VesselSituation.landed,UNKNOWN,-0.048927,-74.709631,70.5,0.0,0.0,12.09,91.36,-0.03,70.5,-598323.9,0.72
4185.14,1.32,VesselSituation.landed,UNKNOWN,-0.048931,-74.709495,70.5,0.0,0.0,12.09,91.35,-0.03,70.5,-598311.0,0.72
4185.38,1.56,VesselSituation.landed,UNKNOWN,-0.048934,-74.70933,70.5,0.0,0.0,12.1,91.34,-0.03,70.5,-598296.8,0.72
4185.64,1.82,VesselSituation.landed,UNKNOWN,-0.048939,-74.709131,70.5,0.0,0.0,12.1,91.32,-0.03,70.5,-598281.5,0.72
4185.86,2.04,VesselSituation.landed,UNKNOWN,-0.048943,-74.708947,70.5,0.0,0.0,12.09,91.31,-0.03,70.5,-598268.6,0.72
4186.08,2.26,VesselSituation.landed,UNKNOWN,-0.048948,-74.708749,70.5,0.0,0.0,12.1,91.29,-0.03,70.5,-598255.7,0.72
4186.3,2.48,VesselSituation.landed,UNKNOWN,-0.048953,-74.708537,70.5,0.0,0.0,12.09,91.27,-0.03,70.5,-598242.8,0.71
4186.52,2.7,VesselSituation.landed,UNKNOWN,-0.048958,-74.708311,70.5,0.0,0.0,12.06,91.24,-0.03,70.5,-598232.1,0.68
4186.72,2.88,VesselSituation.landed,UNKNOWN,-0.048963,-74.708096,70.5,0.0,0.0,12.0,91.2,-0.03,70.5,-598222.0,0.68
4186.98,3.16,VesselSituation.landed,UNKNOWN,-0.048969,-74.707804,70.5,0.0,0.0,11.83,91.15,-0.03,70.5,-598211.1,0.68
4187.2,3.38,VesselSituation.landed,UNKNOWN,-0.048975,-74.707544,70.5,0.0,0.0,11.51,91.09,-0.03,70.5,-598201.1,0.68
4187.44,3.62,VesselSituation.landed,UNKNOWN,-0.048981,-74.707248,70.5,0.0,0.0,10.94,91.02,-0.03,70.5,-598189.2,0.68
4187.7,3.88,VesselSituation.landed,UNKNOWN,-0.048987,-74.706913,70.5,0.0,0.0,9.96,90.91,-0.03,70.5,-598178.2,0.68
4187.92,4.1,VesselSituation.landed,UNKNOWN,-0.048991,-74.706617,70.5,0.0,0.0,9.46,90.52,-1.69,70.5,-598165.9,0.68
4188.14,4.32,VesselSituation.flying,UNKNOWN,-0.048995,-74.706308,70.5,0.0,0.0,9.32,90.24,-1.3,70.5,-598154.8,0.68
4188.36,4.54,VesselSituation.landed,UNKNOWN,-0.048998,-74.705988,70.5,0.0,0.0,9.34,89.72,2.02,70.5,-598144.8,0.68
4188.56,4.74,VesselSituation.flying,UNKNOWN,-0.049001,-74.705686,70.5,0.0,0.0,9.75,89.66,-0.55,70.6,-598134.6,0.68
4188.78,4.96,VesselSituation.landed,UNKNOWN,-0.049003,-74.70534,70.5,0.0,0.0,10.49,89.69,1.63,70.5,-598120.4,0.68
4188.96,5.14,VesselSituation.flying,UNKNOWN,-0.049005,-74.705051,70.6,0.0,0.0,11.78,89.91,1.95,70.6,-598114.3,0.68
4189.2,5.38,VesselSituation.landed,UNKNOWN,-0.049007,-74.70465,70.5,0.0,0.0,13.01,90.32,3.58,70.5,-598100.3,0.68
4189.42,5.6,VesselSituation.landed,UNKNOWN,-0.049008,-74.704272,70.4,0.0,0.0,11.38,90.79,-0.03,70.4,-598095.0,0.68
4189.62,5.8,VesselSituation.landed,UNKNOWN,-0.049009,-74.703924,70.5,0.0,0.0,9.1,91.24,2.04,70.5,-598088.6,0.68
4189.82,6.0,VesselSituation.flying,UNKNOWN,-0.049012,-74.703567,70.5,0.0,0.0,6.93,91.92,0.12,70.5,-598074.4,0.68
4190.06,6.24,VesselSituation.landed,UNKNOWN,-0.049017,-74.703123,70.5,0.0,0.0,4.75,92.61,1.67,70.5,-598060.3,0.68
4190.3,6.48,VesselSituation.flying,UNKNOWN,-0.049024,-74.702662,70.5,0.0,0.0,3.83,93.05,-0.37,70.5,-598048.0,0.68
4190.5,6.66,VesselSituation.flying,UNKNOWN,-0.04903,-74.702267,70.4,0.0,0.0,3.64,93.38,-0.92,70.5,-598035.9,0.68
4190.78,6.96,VesselSituation.flying,UNKNOWN,-0.049041,-74.701695,70.4,0.0,0.0,4.83,93.91,-0.52,70.4,-598020.2,0.68
4191.0,7.18,VesselSituation.flying,UNKNOWN,-0.04905,-74.701232,70.5,0.0,0.0,6.83,94.29,-1.41,70.5,-598009.1,0.68
4191.2,7.38,VesselSituation.flying,UNKNOWN,-0.04906,-74.700801,70.5,0.0,0.0,8.74,94.47,3.08,70.5,-597999.1,0.68
4191.44,7.62,VesselSituation.flying,UNKNOWN,-0.049074,-74.700273,70.5,0.0,0.0,9.78,95.16,-0.39,70.5,-597991.1,0.68
4191.68,7.86,VesselSituation.landed,UNKNOWN,-0.049089,-74.699736,70.5,0.0,0.0,9.75,95.56,-5.04,70.5,-597981.4,0.68
4191.9,8.08,VesselSituation.flying,UNKNOWN,-0.049106,-74.699233,70.4,0.0,0.0,8.18,95.72,2.69,70.4,-597972.0,0.68
4192.1,8.28,VesselSituation.flying,UNKNOWN,-0.049124,-74.69877,70.5,0.0,0.0,6.37,96.4,-2.3,70.5,-597963.9,0.68
4192.38,8.56,VesselSituation.landed,UNKNOWN,-0.049151,-74.698106,70.4,0.0,0.0,3.93,97.19,2.49,70.4,-597951.1,0.68
4192.62,8.8,VesselSituation.flying,UNKNOWN,-0.049177,-74.697521,70.4,0.0,0.0,2.79,98.49,-0.7,70.4,-597938.4,0.68
4192.82,9.0,VesselSituation.landed,UNKNOWN,-0.049202,-74.697023,70.4,0.0,0.0,3.53,99.85,0.15,70.4,-597927.9,0.68
4193.04,9.22,VesselSituation.landed,UNKNOWN,-0.049232,-74.696465,70.4,0.0,0.0,5.87,101.44,-1.75,70.4,-597917.1,0.68
4193.24,9.42,VesselSituation.landed,UNKNOWN,-0.049263,-74.695949,70.4,0.0,0.0,8.19,102.73,3.65,70.4,-597910.3,0.68
4193.46,9.64,VesselSituation.landed,UNKNOWN,-0.049304,-74.695374,70.3,0.0,0.0,8.74,104.56,1.34,70.3,-597901.4,0.68
4193.52,9.7,VesselSituation.landed,UNKNOWN,-0.049315,-74.695221,70.3,0.0,0.0,8.95,105.07,-1.65,70.5,-597906.1,0.68
4193.6,9.74,VesselSituation.flying,UNKNOWN,-0.049329,-74.695032,70.3,0.0,0.0,8.4,106.78,1.84,70.3,-597970.4,0.68
4193.68,9.86,VesselSituation.flying,UNKNOWN,-0.049343,-74.694847,70.3,0.0,0.0,9.68,108.42,-3.94,70.3,-597968.3,0.68
4193.92,10.1,VesselSituation.flying,UNKNOWN,-0.049387,-74.694284,70.5,0.0,0.0,13.21,113.35,6.97,70.6,-597958.7,0.68
4194.14,10.32,VesselSituation.landed,UNKNOWN,-0.049438,-74.69376,70.6,0.0,0.0,11.22,116.75,14.79,70.6,-597953.7,0.68
4194.36,10.54,VesselSituation.landed,UNKNOWN,-0.049505,-74.693231,70.7,0.0,0.0,4.61,118.03,15.56,70.7,-597947.1,0.68
4194.58,10.76,VesselSituation.landed,UNKNOWN,-0.049586,-74.692694,70.6,0.0,0.0,-5.3,118.34,11.02,70.7,-597936.0,0.68
4194.8,10.98,VesselSituation.flying,UNKNOWN,-0.04967,-74.692154,70.4,0.0,0.0,-10.46,122.1,-3.82,70.5,-597946.2,0.68
4195.0,11.16,VesselSituation.landed,UNKNOWN,-0.04975,-74.691673,70.3,0.0,0.0,-9.4,123.33,-0.48,70.3,-597957.8,0.68
4195.28,11.46,VesselSituation.landed,UNKNOWN,-0.049883,-74.691017,70.3,0.0,0.0,-13.69,124.06,-0.51,70.3,-597969.8,0.68
4195.46,11.64,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
4195.46,11.66,VesselSituation.landed,UNKNOWN,-0.049996,-74.69057,70.3,0.0,0.0,-9.91,124.03,1.73,70.3,-597989.0,0.68
