ut,met,situation,biome,lat,lon,alt_m,vs_mps,speed_mps,pitch_deg,heading_deg,roll_deg,apo_m,peri_m,throttle
3483.48,14.34,VesselSituation.landed,UNKNOWN,-0.048903,-74.710246,70.2,0.0,0.0,-21.73,90.09,0.01,70.2,-598435.5,0.0
3483.68,14.54,VesselSituation.landed,UNKNOWN,-0.048903,-74.710246,70.2,0.0,0.0,-21.73,90.09,0.01,70.2,-598435.5,0.0
3483.88,14.74,VesselSituation.landed,UNKNOWN,-0.048903,-74.710246,70.2,0.0,0.0,-21.73,90.09,0.01,70.2,-598435.4,0.0
3484.12,14.98,VesselSituation.landed,UNKNOWN,-0.048903,-74.710246,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.5,0.0
3484.34,15.2,VesselSituation.landed,UNKNOWN,-0.048903,-74.710246,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.5,0.0
3484.56,15.42,VesselSituation.landed,UNKNOWN,-0.048903,-74.710247,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.5,0.0
3484.78,15.64,VesselSituation.landed,UNKNOWN,-0.048903,-74.710247,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.5,0.0
3485.0,15.86,VesselSituation.landed,UNKNOWN,-0.048903,-74.710247,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.5,0.0
3485.22,16.08,VesselSituation.landed,UNKNOWN,-0.048902,-74.710247,70.2,0.0,0.0,-21.73,90.08,0.0,70.2,-598435.5,0.0
3485.44,16.3,VesselSituation.landed,UNKNOWN,-0.048902,-74.710247,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.4,0.0
3485.66,16.52,VesselSituation.landed,UNKNOWN,-0.048902,-74.710247,70.2,0.0,0.0,-21.73,90.08,0.01,70.2,-598435.4,0.0
3485.86,16.72,VesselSituation.landed,UNKNOWN,-0.048902,-74.710248,70.2,0.0,0.0,-21.73,90.07,0.01,70.2,-598435.5,0.0
3486.14,17.0,VesselSituation.landed,UNKNOWN,-0.048902,-74.710248,70.2,0.0,0.0,-21.73,90.07,0.01,70.2,-598435.5,0.0
