ut,met,situation,biome,lat,lon,alt_m,vs_mps,speed_mps,pitch_deg,heading_deg,roll_deg,apo_m,peri_m,throttle
7476.97,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7477.19,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7477.41,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7477.61,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7477.83,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7478.03,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7478.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7478.47,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7478.69,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7478.91,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7479.09,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7479.33,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7479.53,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7479.77,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7479.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7480.19,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7480.45,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7480.67,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7480.89,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7481.11,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7481.33,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7481.53,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7481.79,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7481.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7482.21,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7482.41,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7482.59,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7482.91,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7483.13,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7483.35,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7483.57,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7483.79,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7483.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7484.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7484.45,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7484.71,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7484.93,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7485.15,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7485.35,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7485.65,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7485.85,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7486.11,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7486.33,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7486.55,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7486.77,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7486.97,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7487.23,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7487.45,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7487.67,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7487.89,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7488.13,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7488.39,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7488.61,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7488.83,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7489.05,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7489.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7489.49,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7489.69,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7489.95,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7490.17,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7490.37,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7490.63,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7490.83,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7491.05,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7491.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7491.49,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7491.71,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7491.93,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7492.13,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7492.35,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7492.57,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7492.79,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7492.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7493.23,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7493.45,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7493.67,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7493.89,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7494.11,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7494.31,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7494.57,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7494.79,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7494.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7495.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7495.45,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7495.71,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7495.93,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7496.13,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7496.39,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7496.61,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7496.83,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7497.05,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7497.27,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7497.49,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7497.71,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7497.93,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7498.15,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7498.41,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7498.63,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7498.81,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7499.05,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7499.27,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7499.53,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7499.73,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7499.95,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7500.21,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7500.43,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7500.65,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7500.87,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7501.07,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7501.33,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7501.55,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7501.77,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7501.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7502.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7502.47,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7502.69,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7502.91,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7503.09,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7503.39,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7503.59,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7503.81,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7504.03,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7504.21,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7504.47,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7504.67,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7504.89,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7505.11,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7505.31,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7505.53,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7505.75,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7505.97,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7506.17,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7506.37,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7506.65,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7506.87,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7507.07,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7507.29,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7507.49,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7507.69,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7507.91,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7508.11,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7508.33,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7508.55,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7508.81,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7509.03,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7509.25,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7509.47,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7509.69,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7509.91,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7510.11,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7510.37,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7510.57,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7510.83,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7511.03,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7511.29,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7511.51,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7511.71,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7511.95,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7512.17,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7512.37,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7512.63,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7512.85,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7513.05,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7513.29,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7513.49,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7513.75,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7513.97,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7514.17,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7514.43,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7514.63,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.97,270.32,-90.0,69.4,-598435.3,0.0
7514.85,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
7514.99,0.0,VesselSituation.pre_launch,UNKNOWN,-0.097208,-74.557685,69.4,0.0,0.0,89.96,270.32,-90.0,69.4,-598435.3,0.0
